['19', '22', '25', '103', '0', '22', '91', '1', '23', '33', '278', '2', '0', '30', '39', '292', '0', '0', '1', '7', '5', '28', '271', '264', '374', '355', '0', '0', '1', '1', '0', '1', '5', '66', '3', '25', '7', '13', '6', '12', '0', '1', '0', '0', '26', '14', '33', '46']
['11', '23', '33', '80', '1', '46', '299', '4', '10', '25', '151', '0', '0', '11', '22', '179', '1', '1', '0', '0', '0', '0', '151', '179', '231', '478', '7', '3', '1', '0', '3', '1', '9', '48', '1', '5', '5', '15', '3', '12', '1', '2', '2', '3', '28', '33', '31', '27']
['19', '18', '26', '150', '1', '32', '143', '2', '20', '36', '265', '2', '1', '16', '25', '219', '1', '1', '3', '32', '1', '10', '233', '209', '383', '352', '2', '0', '1', '0', '1', '1', '4', '31', '4', '36', '5', '15', '7', '13', '2', '2', '0', '0', '30', '34', '29', '26']
['24', '30', '25', '108', '0', '21', '87', '1', '29', '44', '391', '3', '0', '32', '52', '418', '2', '1', '1', '5', '4', '21', '386', '397', '494', '484', '0', '0', '1', '1', '0', '2', '7', '75', '6', '41', '7', '15', '6', '15', '0', '0', '1', '1', '31', '40', '28', '20']
['18', '20', '23', '83', '0', '33', '112', '1', '20', '35', '206', '2', '1', '24', '32', '258', '1', '1', '1', '4', '5', '36', '202', '222', '285', '334', '1', '1', '1', '1', '2', '2', '3', '15', '2', '10', '6', '13', '7', '15', '0', '1', '0', '0', '26', '28', '33', '32']
['21', '28', '12', '63', '0', '35', '155', '3', '29', '46', '326', '4', '0', '24', '35', '275', '3', '0', '0', '0', '0', '0', '326', '275', '389', '430', '1', '0', '0', '0', '0', '0', '6', '47', '7', '60', '2', '10', '6', '12', '0', '0', '1', '1', '22', '15', '37', '45']
['14', '13', '22', '67', '0', '36', '165', '1', '18', '33', '184', '0', '4', '9', '25', '90', '2', '2', '7', '37', '1', '9', '147', '81', '214', '246', '2', '1', '1', '0', '5', '2', '11', '114', '8', '76', '1', '11', '4', '15', '0', '0', '0', '0', '28', '10', '31', '50']
['15', '23', '25', '114', '1', '27', '97', '0', '17', '38', '265', '2', '0', '28', '50', '245', '3', '3', '0', '0', '2', '17', '265', '228', '379', '325', '3', '1', '1', '0', '1', '3', '6', '90', '5', '45', '5', '17', '6', '16', '1', '1', '1', '3', '27', '48', '32', '12']
['20', '13', '38', '192', '2', '17', '65', '0', '15', '23', '154', '2', '1', '19', '42', '223', '1', '1', '0', '0', '6', '31', '154', '192', '346', '257', '0', '0', '2', '1', '1', '2', '3', '30', '4', '27', '2', '11', '3', '15', '1', '2', '0', '2', '34', '10', '25', '50']
['15', '39', '22', '96', '3', '32', '154', '2', '13', '24', '172', '1', '1', '39', '59', '397', '4', '0', '2', '14', '0', '0', '158', '397', '254', '551', '1', '1', '0', '0', '2', '0', '8', '66', '7', '60', '2', '9', '5', '13', '2', '3', '3', '3', '20', '40', '39', '20']
['18', '25', '20', '92', '1', '40', '144', '1', '20', '32', '259', '1', '2', '21', '28', '249', '3', '0', '2', '18', '2', '5', '241', '244', '333', '388', '1', '1', '1', '1', '3', '1', '7', '72', '6', '30', '3', '8', '10', '15', '1', '2', '0', '0', '23', '04', '36', '56']
['14', '25', '19', '100', '1', '32', '107', '2', '16', '27', '181', '0', '2', '27', '32', '269', '1', '0', '4', '24', '1', '7', '157', '262', '257', '369', '1', '0', '1', '1', '2', '1', '11', '90', '6', '31', '3', '11', '8', '14', '0', '1', '0', '0', '24', '53', '35', '07']
['13', '19', '23', '86', '1', '33', '163', '0', '15', '25', '199', '1', '1', '15', '29', '175', '1', '1', '2', '21', '2', '20', '178', '155', '264', '318', '1', '0', '0', '0', '1', '1', '9', '85', '7', '70', '5', '12', '5', '13', '0', '0', '0', '0', '27', '32', '32', '28']
['16', '24', '23', '128', '0', '17', '69', '0', '22', '34', '160', '1', '0', '30', '42', '313', '4', '0', '5', '49', '2', '9', '111', '304', '239', '373', '0', '0', '1', '0', '0', '0', '5', '35', '5', '45', '6', '15', '7', '12', '1', '1', '0', '0', '32', '27', '27', '33']
['24', '33', '28', '198', '1', '32', '149', '1', '14', '25', '144', '3', '0', '27', '36', '348', '4', '0', '2', '14', '1', '7', '130', '341', '328', '490', '0', '0', '0', '0', '0', '0', '4', '50', '2', '15', '5', '10', '8', '11', '1', '2', '0', '0', '23', '16', '36', '44']
['24', '19', '44', '177', '1', '11', '18', '0', '12', '20', '166', '2', '0', '27', '41', '289', '2', '1', '2', '6', '1', '12', '160', '277', '337', '295', '1', '0', '0', '0', '0', '1', '4', '35', '6', '43', '6', '12', '2', '9', '0', '0', '1', '1', '38', '49', '21', '11']
['25', '29', '13', '79', '0', '35', '85', '4', '30', '48', '428', '3', '1', '26', '35', '382', '2', '1', '4', '32', '3', '12', '396', '370', '475', '455', '0', '0', '0', '0', '1', '1', '9', '94', '3', '25', '7', '14', '8', '13', '0', '1', '0', '0', '23', '34', '36', '26']
['29', '20', '22', '96', '0', '23', '89', '0', '34', '55', '364', '2', '1', '25', '37', '312', '3', '0', '1', '7', '4', '23', '357', '289', '453', '378', '0', '0', '2', '1', '1', '1', '1', '2', '4', '21', '9', '17', '4', '11', '1', '2', '1', '2', '31', '21', '28', '39']
['25', '22', '44', '198', '1', '31', '159', '0', '17', '24', '193', '2', '1', '21', '36', '237', '2', '2', '4', '25', '5', '42', '168', '195', '366', '354', '2', '1', '3', '2', '2', '4', '7', '67', '6', '80', '5', '13', '8', '15', '0', '0', '0', '1', '32', '35', '27', '25']
['12', '19', '25', '107', '0', '36', '152', '0', '18', '34', '168', '0', '2', '19', '32', '180', '2', '1', '4', '36', '1', '1', '132', '179', '239', '331', '3', '0', '1', '0', '2', '1', '14', '114', '4', '36', '5', '15', '5', '15', '0', '1', '0', '1', '26', '49', '33', '11']
['22', '13', '40', '187', '0', '12', '39', '0', '19', '29', '203', '2', '0', '18', '34', '179', '2', '1', '2', '14', '4', '35', '189', '144', '376', '183', '2', '0', '1', '1', '0', '2', '8', '62', '4', '32', '6', '15', '1', '10', '0', '0', '0', '2', '39', '50', '20', '10']
['21', '12', '34', '134', '1', '14', '25', '0', '20', '29', '222', '1', '1', '22', '35', '186', '0', '5', '4', '29', '4', '30', '193', '156', '327', '181', '2', '0', '2', '0', '1', '5', '8', '50', '5', '38', '3', '13', '1', '10', '0', '0', '0', '0', '33', '58', '26', '02']
['23', '20', '31', '179', '1', '17', '93', '1', '22', '31', '265', '3', '2', '23', '39', '273', '1', '2', '2', '4', '0', '0', '261', '273', '440', '366', '1', '1', '0', '0', '3', '2', '7', '40', '9', '90', '9', '14', '3', '9', '0', '0', '0', '0', '34', '48', '25', '12']
['22', '19', '21', '103', '0', '21', '54', '2', '29', '45', '381', '3', '2', '29', '38', '210', '1', '1', '1', '8', '3', '21', '373', '189', '476', '243', '5', '5', '2', '1', '7', '2', '9', '66', '7', '73', '5', '10', '5', '14', '0', '0', '0', '1', '26', '08', '33', '52']
['19', '26', '24', '78', '2', '33', '130', '2', '20', '25', '318', '5', '0', '20', '41', '331', '2', '5', '2', '12', '0', '0', '306', '331', '384', '461', '1', '1', '2', '2', '1', '7', '8', '91', '10', '90', '4', '9', '7', '14', '1', '1', '1', '1', '25', '53', '34', '07']
['19', '21', '28', '157', '1', '36', '131', '1', '15', '28', '167', '1', '1', '16', '24', '273', '1', '0', '4', '27', '2', '12', '140', '261', '297', '392', '0', '0', '1', '0', '1', '0', '3', '20', '6', '59', '8', '15', '5', '11', '0', '0', '0', '1', '26', '59', '33', '01']
['26', '27', '27', '150', '1', '18', '134', '1', '26', '39', '299', '4', '1', '29', '48', '358', '2', '2', '2', '16', '3', '26', '283', '332', '433', '466', '0', '0', '0', '0', '1', '2', '7', '59', '7', '79', '7', '13', '2', '9', '0', '0', '0', '0', '28', '18', '31', '42']
['30', '17', '20', '61', '1', '34', '144', '1', '39', '56', '393', '1', '2', '14', '20', '158', '2', '0', '4', '22', '0', '0', '371', '158', '432', '302', '1', '1', '0', '0', '3', '0', '8', '77', '4', '30', '5', '15', '7', '14', '4', '4', '0', '0', '32', '12', '27', '48']
['24', '32', '36', '145', '2', '19', '66', '0', '20', '30', '231', '1', '0', '36', '58', '402', '4', '2', '2', '16', '3', '8', '215', '394', '360', '460', '1', '0', '3', '1', '0', '3', '9', '69', '3', '16', '6', '12', '7', '14', '0', '0', '0', '0', '30', '58', '33', '44']
['19', '19', '22', '57', '1', '36', '106', '1', '25', '44', '230', '2', '0', '20', '25', '191', '1', '1', '1', '8', '1', '7', '222', '184', '279', '290', '2', '1', '0', '0', '1', '1', '6', '50', '4', '25', '4', '14', '2', '10', '3', '5', '2', '2', '28', '24', '31', '36']
['18', '19', '21', '90', '0', '28', '119', '1', '20', '38', '222', '0', '0', '18', '34', '235', '1', '3', '1', '7', '1', '5', '215', '230', '305', '349', '1', '0', '0', '0', '0', '3', '7', '60', '8', '89', '4', '14', '4', '13', '0', '0', '0', '0', '27', '35', '32', '25']
['14', '18', '23', '59', '1', '39', '129', '2', '16', '26', '158', '0', '0', '16', '20', '158', '0', '0', '7', '47', '1', '10', '111', '148', '170', '277', '2', '2', '2', '2', '2', '2', '3', '26', '7', '85', '4', '14', '6', '14', '1', '2', '1', '2', '25', '54', '34', '06']
['19', '25', '21', '115', '1', '39', '208', '1', '18', '40', '178', '0', '2', '20', '37', '214', '2', '0', '3', '10', '0', '0', '168', '214', '283', '422', '0', '0', '0', '0', '2', '0', '3', '24', '6', '35', '5', '12', '12', '18', '1', '2', '0', '1', '27', '17', '32', '43']
['19', '18', '34', '135', '1', '20', '155', '1', '26', '37', '241', '1', '0', '16', '28', '153', '0', '1', '1', '9', '5', '21', '232', '132', '367', '287', '1', '0', '5', '2', '0', '3', '3', '31', '7', '65', '7', '18', '1', '8', '1', '1', '1', '1', '38', '20', '21', '40']
['22', '15', '44', '182', '1', '21', '63', '0', '17', '26', '181', '1', '1', '24', '34', '237', '2', '1', '3', '17', '2', '11', '164', '226', '346', '289', '0', '0', '0', '0', '1', '1', '1', '4', '4', '15', '3', '13', '3', '11', '3', '4', '1', '3', '35', '39', '24', '21']
['25', '14', '18', '114', '0', '26', '87', '0', '32', '51', '400', '4', '0', '18', '37', '176', '1', '2', '1', '3', '3', '23', '397', '153', '511', '240', '1', '0', '1', '0', '0', '2', '8', '67', '4', '57', '2', '11', '6', '16', '0', '1', '0', '0', '28', '53', '31', '07']
['10', '24', '17', '115', '1', '37', '81', '1', '13', '27', '114', '1', '3', '27', '38', '363', '4', '0', '4', '20', '2', '18', '94', '345', '209', '426', '1', '1', '1', '1', '4', '1', '5', '40', '6', '55', '0', '9', '8', '14', '0', '2', '1', '2', '20', '28', '39', '32']
['6', '18', '12', '14', '0', '51', '203', '1', '12', '33', '135', '0', '2', '15', '25', '193', '0', '1', '7', '46', '1', '6', '89', '187', '103', '390', '2', '0', '3', '0', '2', '1', '6', '37', '4', '31', '2', '14', '7', '19', '0', '1', '0', '0', '23', '29', '36', '31']
['16', '17', '23', '95', '1', '28', '100', '1', '17', '27', '226', '2', '1', '21', '36', '197', '1', '1', '2', '12', '0', '0', '214', '197', '309', '297', '1', '1', '0', '0', '2', '1', '6', '42', '8', '44', '4', '10', '7', '16', '2', '2', '0', '1', '26', '13', '33', '47']
['20', '10', '30', '126', '0', '18', '81', '1', '30', '45', '281', '1', '2', '13', '22', '181', '1', '1', '6', '42', '4', '40', '239', '141', '365', '222', '0', '0', '0', '0', '2', '1', '4', '40', '3', '26', '5', '18', '0', '9', '0', '1', '0', '0', '38', '48', '21', '12']
['15', '24', '21', '41', '0', '36', '148', '2', '23', '42', '256', '1', '1', '25', '42', '222', '0', '2', '2', '18', '2', '15', '238', '207', '279', '355', '2', '1', '1', '1', '2', '3', '5', '30', '7', '60', '6', '17', '8', '17', '1', '1', '0', '0', '29', '43', '37', '45']
['16', '10', '43', '139', '0', '20', '103', '0', '13', '25', '178', '1', '4', '11', '27', '108', '1', '1', '2', '10', '4', '19', '168', '89', '307', '192', '0', '0', '2', '1', '4', '2', '7', '46', '9', '102', '6', '19', '2', '13', '0', '0', '0', '0', '37', '24', '22', '36']
['14', '24', '17', '59', '1', '37', '148', '1', '20', '36', '206', '0', '1', '19', '29', '201', '1', '1', '1', '0', '1', '5', '206', '196', '265', '344', '2', '1', '2', '2', '2', '3', '12', '73', '3', '24', '4', '13', '6', '11', '1', '2', '0', '0', '25', '18', '34', '42']
['21', '19', '34', '142', '2', '28', '121', '1', '14', '26', '172', '1', '0', '23', '42', '262', '0', '3', '2', '14', '4', '25', '158', '237', '300', '358', '0', '0', '1', '1', '0', '4', '7', '58', '9', '83', '4', '13', '5', '14', '0', '0', '0', '3', '31', '58', '28', '02']
['21', '26', '29', '151', '2', '30', '151', '3', '17', '29', '197', '2', '1', '21', '39', '232', '1', '1', '1', '5', '3', '13', '192', '219', '343', '370', '2', '1', '1', '1', '2', '2', '7', '58', '9', '90', '2', '10', '6', '14', '2', '2', '0', '0', '26', '40', '33', '20']
['18', '28', '19', '61', '0', '36', '289', '4', '22', '39', '242', '1', '1', '21', '25', '230', '2', '0', '5', '46', '2', '5', '196', '225', '257', '514', '3', '1', '1', '1', '2', '1', '2', '10', '2', '15', '5', '14', '5', '9', '2', '3', '1', '1', '29', '40', '30', '20']
['25', '20', '20', '61', '1', '30', '199', '2', '37', '48', '348', '2', '2', '13', '21', '197', '1', '0', '1', '7', '3', '17', '341', '180', '402', '379', '0', '0', '0', '0', '2', '0', '5', '37', '7', '45', '8', '15', '4', '9', '1', '1', '0', '0', '30', '28', '29', '32']
['15', '17', '20', '79', '0', '29', '120', '1', '23', '41', '240', '1', '1', '19', '31', '179', '1', '2', '3', '26', '1', '7', '214', '172', '293', '292', '1', '1', '1', '0', '2', '2', '3', '30', '2', '15', '6', '15', '5', '12', '0', '3', '0', '0', '29', '43', '30', '17']
['19', '17', '22', '65', '1', '36', '151', '1', '22', '34', '229', '0', '2', '15', '24', '166', '0', '1', '1', '6', '1', '6', '223', '160', '288', '311', '2', '2', '2', '0', '4', '1', '5', '55', '7', '76', '4', '10', '4', '14', '0', '0', '0', '0', '27', '45', '32', '15']
['22', '18', '42', '154', '2', '22', '92', '0', '18', '28', '220', '0', '0', '20', '40', '204', '1', '3', '0', '0', '0', '0', '220', '204', '374', '296', '0', '0', '0', '0', '0', '3', '5', '36', '5', '38', '6', '15', '6', '13', '0', '0', '0', '1', '32', '24', '27', '36']
['19', '23', '16', '42', '0', '28', '80', '2', '30', '51', '331', '1', '1', '29', '41', '307', '1', '0', '3', '23', '1', '8', '308', '299', '350', '379', '1', '1', '2', '0', '2', '0', '5', '50', '2', '10', '3', '14', '8', '16', '3', '5', '1', '1', '26', '20', '33', '40']
['17', '21', '14', '47', '0', '30', '111', '1', '30', '50', '192', '1', '3', '21', '36', '281', '2', '4', '2', '17', '0', '0', '175', '281', '222', '392', '0', '0', '1', '0', '3', '4', '6', '56', '10', '76', '4', '15', '7', '13', '0', '2', '0', '0', '26', '03', '33', '57']
['12', '14', '23', '91', '0', '35', '122', '1', '19', '49', '169', '0', '2', '12', '32', '163', '1', '2', '3', '9', '1', '7', '160', '156', '251', '278', '3', '2', '4', '1', '4', '3', '3', '30', '3', '20', '5', '20', '3', '14', '1', '3', '0', '0', '28', '21', '31', '39']
['14', '19', '22', '63', '0', '20', '174', '1', '22', '33', '217', '1', '0', '20', '33', '189', '1', '1', '5', '35', '3', '18', '182', '171', '245', '345', '1', '0', '1', '1', '0', '2', '6', '52', '4', '25', '5', '15', '3', '11', '0', '0', '0', '0', '32', '37', '27', '23']
['16', '20', '29', '134', '0', '20', '76', '0', '15', '27', '149', '2', '1', '28', '40', '280', '2', '1', '1', '0', '9', '49', '149', '231', '283', '307', '1', '1', '1', '0', '2', '1', '4', '38', '5', '56', '7', '15', '7', '16', '0', '0', '1', '1', '25', '34', '34', '26']
['19', '24', '35', '169', '1', '43', '267', '2', '16', '29', '247', '1', '0', '14', '24', '122', '1', '1', '4', '23', '1', '7', '224', '115', '393', '382', '1', '0', '4', '0', '0', '1', '6', '54', '4', '31', '4', '13', '4', '13', '0', '3', '0', '0', '27', '13', '32', '47']
['18', '21', '18', '75', '0', '30', '98', '2', '22', '42', '219', '2', '1', '24', '31', '381', '4', '0', '2', '4', '1', '11', '215', '370', '290', '468', '0', '0', '0', '0', '1', '0', '8', '78', '9', '94', '3', '13', '7', '13', '1', '3', '1', '2', '25', '48', '34', '12']
['19', '19', '23', '83', '0', '22', '83', '0', '21', '34', '310', '2', '0', '28', '49', '407', '2', '1', '2', '18', '1', '8', '292', '399', '375', '482', '0', '0', '1', '1', '0', '2', '4', '20', '3', '30', '3', '13', '4', '15', '0', '1', '3', '4', '27', '40', '32', '20']
['25', '17', '34', '160', '1', '24', '121', '2', '25', '39', '318', '2', '2', '15', '24', '226', '2', '1', '3', '5', '1', '2', '313', '224', '473', '345', '2', '0', '2', '1', '2', '2', '1', '15', '5', '40', '9', '18', '5', '10', '3', '3', '0', '0', '35', '09', '24', '51']
['28', '17', '29', '124', '0', '20', '64', '0', '34', '41', '351', '4', '0', '21', '38', '207', '2', '0', '3', '17', '2', '16', '334', '191', '458', '255', '0', '0', '3', '1', '0', '1', '6', '56', '2', '10', '9', '15', '5', '13', '0', '0', '0', '1', '35', '29', '24', '31']
['11', '20', '18', '13', '0', '36', '111', '1', '21', '30', '157', '1', '2', '15', '23', '172', '1', '0', '2', '12', '4', '14', '145', '158', '158', '269', '1', '0', '0', '0', '2', '0', '12', '87', '7', '65', '2', '11', '4', '13', '0', '0', '1', '1', '26', '20', '33', '40']
['22', '19', '37', '143', '2', '36', '186', '0', '21', '30', '200', '1', '0', '22', '33', '229', '3', '1', '2', '11', '3', '10', '189', '219', '332', '405', '1', '0', '0', '0', '0', '1', '1', '5', '4', '22', '6', '14', '9', '17', '0', '1', '1', '1', '34', '36', '37', '08']
['21', '21', '34', '137', '1', '18', '56', '0', '17', '27', '263', '2', '0', '30', '46', '358', '2', '2', '5', '34', '0', '0', '229', '358', '366', '414', '1', '1', '2', '1', '1', '3', '6', '50', '1', '5', '5', '13', '3', '11', '0', '1', '1', '2', '29', '43', '30', '17']
