['19', '25', '21', '80', '1', '37', '207', '2', '23', '33', '189', '1', '1', '19', '28', '191', '2', '0', '3', '14', '1', '0', '175', '191', '255', '398', '1', '0', '2', '1', '1', '1', '8', '65', '4', '69', '6', '12', '4', '11', '0', '1', '1', '1', '26', '40', '33', '20']
['20', '26', '25', '119', '1', '42', '193', '1', '21', '35', '299', '1', '3', '21', '28', '234', '2', '0', '2', '7', '1', '8', '292', '226', '411', '419', '1', '0', '2', '1', '3', '1', '5', '40', '4', '31', '2', '12', '4', '12', '1', '2', '0', '1', '27', '26', '32', '34']
['14', '21', '22', '67', '0', '32', '76', '0', '21', '34', '174', '0', '1', '24', '37', '234', '1', '0', '0', '0', '2', '13', '174', '221', '241', '297', '0', '0', '1', '0', '1', '0', '6', '49', '6', '59', '5', '13', '9', '18', '0', '0', '0', '1', '28', '25', '31', '35']
['27', '18', '29', '144', '0', '20', '105', '0', '33', '43', '390', '4', '0', '18', '31', '256', '2', '2', '2', '5', '4', '17', '385', '239', '529', '344', '0', '0', '1', '1', '0', '3', '8', '46', '2', '15', '8', '14', '4', '10', '0', '1', '0', '0', '37', '03', '22', '57']
['14', '21', '22', '76', '0', '38', '115', '1', '16', '27', '162', '1', '0', '22', '34', '246', '0', '2', '2', '15', '2', '8', '147', '238', '223', '353', '1', '1', '1', '1', '1', '3', '5', '30', '6', '40', '4', '10', '11', '18', '0', '1', '0', '0', '21', '47', '38', '13']
['23', '19', '33', '160', '1', '30', '85', '2', '19', '31', '217', '1', '1', '19', '25', '290', '1', '0', '0', '0', '0', '0', '217', '290', '377', '375', '0', '0', '1', '0', '1', '0', '5', '32', '12', '94', '4', '12', '5', '11', '0', '1', '0', '0', '30', '55', '29', '05']
['22', '25', '28', '149', '1', '31', '116', '3', '17', '34', '185', '0', '2', '17', '26', '184', '1', '1', '2', '8', '0', '0', '177', '184', '326', '300', '2', '0', '0', '0', '2', '1', '11', '99', '7', '50', '2', '12', '3', '9', '1', '2', '0', '1', '31', '16', '28', '44']
['20', '18', '36', '83', '0', '22', '87', '0', '18', '25', '256', '2', '0', '23', '40', '238', '1', '0', '2', '6', '3', '33', '250', '205', '333', '292', '0', '0', '1', '0', '0', '0', '6', '44', '11', '110', '5', '13', '6', '14', '0', '0', '0', '2', '31', '34', '28', '26']
['13', '27', '22', '59', '0', '32', '108', '1', '17', '30', '203', '0', '0', '27', '35', '293', '2', '0', '2', '15', '1', '5', '188', '288', '247', '396', '0', '0', '1', '0', '0', '0', '5', '44', '4', '30', '6', '15', '9', '13', '0', '0', '0', '0', '26', '27', '33', '33']
['20', '24', '23', '82', '1', '27', '84', '0', '29', '37', '245', '1', '0', '19', '34', '254', '2', '0', '1', '9', '0', '0', '236', '254', '318', '338', '0', '0', '1', '1', '0', '1', '9', '107', '5', '36', '6', '12', '8', '13', '1', '1', '1', '1', '32', '20', '27', '40']
['23', '18', '41', '174', '2', '20', '141', '0', '19', '25', '186', '3', '0', '21', '43', '205', '1', '0', '5', '18', '4', '14', '168', '191', '342', '332', '4', '2', '1', '0', '2', '0', '4', '23', '6', '65', '9', '16', '4', '15', '1', '1', '0', '2', '33', '42', '26', '18']
['20', '26', '20', '36', '0', '37', '129', '1', '31', '49', '303', '2', '1', '25', '35', '275', '2', '1', '1', '7', '3', '20', '296', '255', '332', '384', '1', '1', '1', '0', '2', '1', '4', '27', '7', '34', '6', '16', '7', '17', '0', '0', '0', '0', '27', '42', '38', '04']
['24', '20', '34', '264', '1', '10', '42', '0', '22', '30', '196', '2', '0', '29', '41', '330', '2', '0', '1', '6', '3', '23', '190', '307', '454', '349', '0', '0', '3', '2', '0', '2', '11', '91', '7', '105', '3', '11', '4', '12', '1', '1', '1', '1', '34', '39', '25', '21']
['17', '21', '21', '60', '0', '26', '114', '0', '23', '38', '225', '2', '0', '26', '43', '316', '1', '2', '4', '28', '3', '16', '197', '300', '257', '414', '1', '1', '5', '1', '1', '3', '9', '95', '6', '78', '7', '15', '6', '15', '0', '0', '1', '2', '28', '08', '31', '52']
['31', '17', '38', '154', '2', '17', '86', '1', '28', '39', '300', '4', '1', '19', '33', '257', '1', '4', '1', '5', '2', '14', '295', '243', '449', '329', '0', '0', '2', '2', '1', '6', '7', '66', '11', '88', '11', '16', '1', '8', '0', '0', '0', '0', '37', '17', '22', '43']
['20', '25', '26', '67', '0', '30', '127', '2', '20', '34', '268', '1', '0', '22', '31', '327', '3', '0', '2', '20', '0', '0', '248', '327', '315', '454', '2', '1', '1', '0', '1', '0', '7', '59', '4', '40', '10', '15', '10', '13', '0', '0', '0', '0', '29', '36', '30', '24']
['17', '17', '27', '88', '1', '27', '132', '1', '24', '34', '293', '2', '0', '17', '33', '209', '1', '1', '4', '21', '2', '5', '272', '204', '360', '336', '0', '0', '2', '1', '0', '2', '5', '33', '6', '32', '6', '15', '7', '15', '0', '0', '0', '0', '34', '53', '25', '07']
['17', '19', '23', '96', '0', '23', '37', '0', '21', '44', '225', '2', '2', '25', '37', '268', '1', '2', '2', '5', '3', '4', '220', '264', '316', '301', '1', '0', '2', '1', '2', '3', '8', '40', '8', '90', '5', '16', '5', '14', '0', '0', '0', '0', '29', '04', '30', '56']
['21', '33', '18', '56', '1', '41', '235', '0', '22', '28', '302', '4', '0', '23', '35', '265', '2', '2', '1', '0', '1', '4', '302', '261', '358', '496', '0', '0', '3', '0', '0', '2', '9', '70', '6', '46', '4', '8', '7', '11', '0', '0', '2', '3', '23', '38', '36', '22']
['21', '27', '19', '63', '1', '27', '85', '0', '21', '43', '302', '2', '1', '30', '41', '331', '3', '0', '1', '15', '5', '26', '287', '305', '350', '390', '0', '0', '2', '1', '1', '1', '9', '50', '13', '125', '7', '13', '6', '14', '0', '1', '1', '1', '25', '45', '34', '15']
['16', '31', '16', '85', '1', '41', '105', '1', '14', '28', '194', '1', '2', '29', '41', '393', '4', '1', '3', '18', '0', '0', '176', '393', '261', '498', '2', '1', '0', '0', '3', '1', '6', '68', '11', '88', '1', '9', '7', '14', '0', '0', '0', '0', '17', '39', '42', '21']
['24', '17', '35', '157', '2', '18', '53', '0', '23', '31', '278', '2', '1', '28', '44', '275', '2', '3', '0', '0', '2', '11', '278', '264', '435', '317', '3', '2', '1', '1', '3', '4', '5', '35', '9', '80', '5', '11', '6', '14', '1', '2', '0', '1', '30', '54', '29', '06']
['21', '19', '25', '85', '1', '20', '42', '0', '29', '37', '254', '1', '2', '29', '39', '377', '3', '0', '3', '19', '2', '12', '235', '365', '320', '407', '1', '1', '1', '0', '3', '0', '3', '32', '7', '57', '9', '14', '9', '16', '0', '2', '0', '0', '30', '34', '29', '26']
['11', '20', '12', '22', '0', '42', '218', '0', '21', '43', '195', '0', '2', '17', '30', '218', '2', '1', '1', '4', '4', '29', '191', '189', '213', '407', '2', '2', '0', '0', '4', '1', '10', '70', '10', '80', '5', '13', '8', '19', '0', '2', '0', '0', '17', '43', '42', '17']
['23', '26', '22', '123', '1', '44', '241', '4', '25', '41', '298', '3', '2', '19', '30', '317', '0', '0', '1', '10', '0', '0', '288', '317', '411', '558', '0', '0', '0', '0', '2', '0', '5', '50', '6', '40', '10', '15', '6', '13', '0', '0', '1', '1', '27', '08', '32', '52']
['20', '24', '13', '104', '0', '35', '190', '2', '32', '44', '340', '2', '1', '22', '29', '262', '3', '0', '2', '6', '1', '7', '334', '255', '438', '445', '2', '2', '2', '0', '3', '0', '3', '20', '6', '50', '4', '10', '8', '14', '1', '2', '0', '0', '25', '15', '34', '45']
['13', '26', '16', '75', '0', '38', '207', '1', '20', '30', '229', '2', '2', '20', '26', '248', '3', '0', '3', '14', '2', '12', '215', '236', '290', '443', '2', '1', '0', '0', '3', '0', '3', '30', '4', '35', '2', '9', '7', '12', '0', '0', '0', '0', '23', '33', '36', '27']
['20', '15', '25', '111', '1', '28', '156', '2', '22', '44', '222', '0', '2', '15', '22', '178', '3', '1', '6', '34', '2', '14', '188', '164', '299', '320', '1', '1', '0', '0', '3', '1', '9', '91', '5', '30', '5', '15', '4', '11', '1', '2', '0', '0', '32', '09', '27', '51']
['29', '22', '23', '125', '1', '33', '145', '0', '29', '49', '375', '3', '0', '24', '37', '207', '2', '1', '4', '34', '0', '0', '341', '207', '466', '352', '3', '3', '2', '2', '3', '3', '10', '82', '4', '39', '7', '14', '8', '15', '0', '1', '0', '0', '32', '59', '27', '01']
['27', '22', '36', '176', '0', '30', '149', '1', '21', '37', '291', '3', '1', '21', '32', '273', '3', '0', '1', '7', '3', '12', '284', '261', '460', '410', '0', '0', '0', '0', '1', '0', '7', '74', '7', '68', '4', '12', '8', '14', '0', '2', '0', '1', '29', '17', '30', '43']
['20', '12', '28', '111', '0', '15', '56', '0', '26', '36', '273', '1', '0', '22', '36', '191', '0', '2', '4', '12', '1', '4', '261', '187', '372', '243', '1', '1', '3', '0', '1', '2', '7', '50', '4', '34', '8', '16', '3', '12', '0', '0', '1', '1', '35', '17', '24', '43']
['20', '22', '21', '90', '1', '34', '124', '1', '29', '45', '316', '1', '1', '19', '30', '200', '2', '0', '1', '9', '1', '7', '307', '193', '397', '317', '1', '0', '2', '2', '1', '2', '8', '81', '3', '15', '2', '13', '9', '15', '1', '2', '0', '0', '28', '19', '31', '41']
['20', '34', '21', '66', '1', '29', '140', '2', '19', '32', '249', '2', '1', '35', '57', '371', '2', '3', '1', '1', '0', '0', '248', '371', '314', '511', '2', '0', '0', '0', '1', '3', '15', '113', '6', '50', '3', '9', '6', '13', '0', '0', '0', '0', '27', '04', '38', '32']
['19', '13', '22', '49', '0', '20', '69', '0', '30', '43', '308', '1', '1', '18', '31', '231', '1', '1', '2', '14', '6', '27', '294', '204', '343', '273', '3', '0', '3', '1', '1', '2', '11', '74', '8', '62', '5', '16', '1', '11', '0', '0', '0', '0', '32', '19', '27', '41']
['15', '24', '31', '176', '2', '33', '140', '0', '16', '25', '154', '0', '1', '28', '41', '324', '2', '1', '0', '0', '1', '8', '154', '316', '330', '456', '0', '0', '2', '2', '1', '3', '5', '35', '7', '56', '4', '13', '8', '14', '1', '1', '0', '0', '31', '08', '36', '07']
['15', '26', '15', '90', '1', '30', '127', '1', '22', '38', '235', '0', '1', '32', '49', '312', '1', '2', '4', '38', '1', '7', '197', '305', '287', '432', '2', '2', '4', '2', '3', '4', '5', '36', '6', '83', '1', '11', '7', '15', '1', '3', '0', '1', '21', '17', '38', '43']
['17', '22', '22', '85', '1', '26', '91', '1', '28', '36', '289', '2', '2', '19', '35', '255', '2', '1', '4', '27', '2', '24', '262', '231', '347', '322', '3', '2', '3', '2', '4', '3', '10', '79', '3', '30', '5', '13', '5', '12', '0', '1', '0', '0', '32', '59', '27', '01']
['9', '24', '19', '37', '1', '28', '92', '1', '12', '34', '199', '1', '0', '31', '47', '479', '4', '2', '3', '21', '1', '3', '178', '476', '215', '568', '1', '0', '0', '0', '0', '2', '3', '15', '7', '67', '3', '16', '7', '16', '0', '0', '0', '0', '24', '43', '35', '17']
['11', '21', '21', '91', '0', '40', '162', '1', '12', '31', '74', '0', '1', '20', '28', '288', '3', '1', '2', '14', '3', '11', '60', '277', '151', '439', '1', '1', '0', '0', '2', '1', '12', '94', '5', '76', '1', '12', '12', '18', '0', '1', '0', '0', '21', '06', '38', '54']
['14', '22', '20', '107', '1', '40', '171', '0', '16', '30', '158', '1', '1', '14', '27', '201', '1', '0', '0', '0', '3', '15', '158', '186', '265', '357', '1', '0', '1', '0', '1', '0', '4', '29', '2', '10', '6', '11', '6', '16', '0', '0', '1', '1', '23', '56', '36', '04']
['17', '30', '18', '79', '0', '46', '220', '1', '18', '29', '249', '2', '0', '23', '35', '292', '2', '0', '1', '8', '1', '7', '241', '285', '320', '505', '3', '3', '1', '0', '3', '0', '4', '37', '12', '114', '0', '7', '6', '16', '0', '1', '1', '1', '21', '04', '38', '56']
['20', '14', '36', '225', '1', '17', '32', '0', '18', '24', '201', '2', '0', '21', '36', '283', '2', '0', '3', '23', '1', '8', '178', '275', '403', '307', '2', '0', '1', '0', '0', '0', '13', '90', '3', '30', '5', '14', '3', '12', '1', '1', '0', '0', '34', '56', '25', '04']
