['23', '26', '25', '134', '1', '24', '80', '0', '26', '38', '351', '1', '1', '25', '32', '288', '4', '0', '3', '21', '2', '7', '330', '281', '464', '361', '0', '0', '1', '0', '1', '0', '8', '77', '7', '64', '7', '15', '7', '11', '2', '2', '0', '0', '32', '05', '27', '55']
['22', '16', '31', '127', '2', '16', '63', '0', '25', '34', '269', '2', '0', '30', '43', '203', '2', '1', '0', '0', '2', '20', '269', '183', '396', '246', '0', '0', '2', '1', '0', '2', '6', '50', '5', '32', '4', '13', '3', '12', '1', '1', '2', '3', '32', '32', '27', '28']
['11', '16', '23', '73', '0', '25', '69', '0', '18', '32', '117', '0', '2', '24', '40', '175', '0', '1', '2', '17', '4', '25', '100', '150', '173', '219', '0', '0', '0', '0', '2', '1', '3', '15', '8', '45', '2', '13', '8', '18', '1', '1', '0', '0', '22', '43', '37', '17']
['18', '27', '24', '99', '1', '23', '80', '0', '20', '36', '193', '0', '0', '36', '45', '356', '3', '2', '1', '3', '0', '0', '190', '356', '289', '436', '0', '0', '3', '1', '0', '3', '5', '44', '3', '35', '6', '14', '6', '11', '0', '0', '0', '0', '22', '50', '37', '10']
['23', '21', '16', '63', '2', '35', '105', '0', '36', '52', '336', '1', '2', '23', '34', '298', '2', '2', '0', '0', '1', '8', '336', '290', '399', '395', '0', '0', '0', '0', '2', '2', '10', '88', '7', '57', '3', '12', '4', '14', '1', '1', '0', '0', '24', '33', '35', '27']
['17', '25', '17', '71', '0', '39', '230', '2', '23', '32', '231', '0', '1', '17', '26', '165', '0', '0', '5', '54', '1', '0', '177', '165', '248', '395', '0', '0', '1', '1', '1', '1', '5', '25', '8', '57', '1', '9', '5', '12', '0', '2', '0', '0', '26', '58', '33', '02']
['21', '20', '22', '61', '0', '28', '147', '2', '26', '45', '256', '3', '1', '16', '25', '191', '0', '2', '3', '18', '5', '24', '238', '167', '299', '314', '0', '0', '3', '3', '1', '5', '8', '85', '9', '60', '6', '16', '0', '7', '0', '1', '0', '0', '31', '01', '28', '59']
['21', '18', '28', '115', '1', '28', '109', '1', '17', '24', '185', '4', '1', '22', '32', '241', '1', '2', '0', '0', '2', '15', '185', '226', '300', '335', '1', '1', '3', '0', '2', '2', '8', '58', '14', '170', '5', '9', '2', '12', '1', '1', '0', '1', '30', '04', '29', '56']
['27', '21', '31', '111', '0', '25', '84', '3', '33', '46', '335', '2', '0', '21', '27', '369', '3', '0', '5', '37', '0', '0', '298', '369', '409', '453', '2', '1', '0', '0', '1', '0', '7', '46', '7', '58', '7', '17', '6', '10', '3', '5', '0', '0', '36', '59', '23', '01']
['25', '19', '22', '56', '2', '23', '97', '0', '30', '46', '363', '1', '0', '27', '40', '292', '2', '0', '2', '17', '2', '1', '346', '291', '402', '388', '0', '0', '2', '1', '0', '1', '6', '65', '6', '35', '11', '17', '10', '17', '0', '0', '0', '1', '31', '35', '28', '25']
['18', '21', '35', '139', '1', '27', '104', '2', '14', '21', '207', '1', '0', '24', '38', '255', '1', '1', '3', '13', '4', '36', '194', '219', '333', '323', '2', '2', '5', '2', '2', '3', '11', '90', '10', '115', '5', '14', '7', '14', '0', '0', '1', '1', '28', '32', '31', '28']
['21', '13', '30', '166', '0', '30', '116', '1', '21', '37', '257', '2', '0', '8', '15', '172', '2', '0', '7', '38', '2', '14', '219', '158', '385', '274', '4', '3', '2', '0', '3', '0', '9', '85', '4', '40', '7', '16', '4', '11', '2', '2', '0', '1', '35', '11', '24', '49']
['21', '25', '23', '61', '1', '33', '172', '1', '27', '58', '244', '1', '1', '18', '37', '195', '2', '1', '1', '5', '2', '17', '239', '178', '300', '350', '1', '0', '0', '0', '1', '1', '10', '70', '10', '92', '5', '19', '4', '13', '2', '4', '0', '0', '27', '31', '32', '29']
['28', '23', '15', '56', '1', '27', '160', '2', '38', '59', '466', '3', '0', '23', '30', '242', '3', '3', '2', '15', '8', '53', '451', '189', '507', '349', '2', '2', '3', '0', '2', '3', '11', '119', '14', '140', '3', '10', '4', '13', '0', '2', '1', '1', '29', '57', '30', '03']
['25', '20', '16', '38', '0', '42', '199', '2', '32', '53', '286', '2', '1', '14', '18', '153', '1', '0', '1', '1', '1', '2', '285', '151', '323', '350', '2', '2', '2', '1', '3', '1', '6', '39', '10', '97', '6', '13', '7', '14', '2', '2', '1', '1', '28', '54', '31', '06']
['19', '20', '25', '131', '0', '36', '175', '0', '21', '27', '241', '2', '1', '16', '26', '214', '3', '0', '4', '18', '0', '0', '223', '214', '354', '389', '2', '2', '2', '2', '3', '2', '8', '64', '9', '75', '4', '11', '4', '10', '0', '0', '0', '0', '30', '09', '29', '51']
['11', '19', '13', '67', '0', '37', '182', '2', '17', '32', '150', '1', '0', '23', '27', '203', '1', '0', '1', '4', '2', '12', '146', '191', '213', '373', '2', '0', '1', '1', '0', '1', '9', '80', '7', '53', '2', '12', '8', '16', '0', '1', '0', '0', '22', '16', '37', '44']
['17', '19', '16', '42', '0', '33', '123', '0', '30', '44', '359', '2', '0', '18', '33', '273', '2', '0', '2', '15', '0', '0', '344', '273', '386', '396', '1', '0', '0', '0', '0', '0', '13', '112', '9', '93', '5', '15', '5', '14', '0', '1', '0', '0', '29', '52', '30', '08']
['29', '27', '25', '109', '1', '19', '97', '1', '32', '45', '384', '2', '1', '30', '46', '351', '3', '1', '0', '0', '1', '0', '384', '351', '493', '448', '1', '1', '0', '0', '2', '1', '10', '109', '16', '106', '4', '11', '9', '14', '2', '2', '0', '0', '30', '27', '29', '33']
['21', '17', '33', '109', '0', '17', '7', '0', '25', '34', '268', '1', '0', '23', '37', '224', '1', '2', '3', '18', '1', '5', '250', '219', '359', '226', '2', '2', '1', '1', '2', '3', '18', '142', '8', '60', '4', '12', '2', '11', '0', '0', '1', '1', '40', '30', '19', '30']
['21', '21', '25', '119', '0', '29', '127', '0', '19', '30', '206', '2', '1', '25', '33', '249', '2', '0', '2', '1', '2', '15', '205', '234', '324', '361', '1', '1', '2', '1', '2', '1', '6', '92', '6', '35', '3', '9', '4', '11', '0', '0', '0', '0', '26', '42', '33', '18']
['20', '17', '27', '101', '0', '24', '93', '0', '22', '34', '244', '2', '1', '21', '37', '250', '1', '3', '1', '1', '0', '0', '243', '250', '344', '343', '1', '0', '2', '2', '1', '5', '8', '90', '11', '84', '4', '12', '6', '14', '0', '0', '0', '0', '31', '48', '28', '12']
['22', '19', '20', '88', '0', '31', '84', '1', '30', '49', '316', '1', '2', '23', '32', '279', '2', '0', '1', '11', '0', '0', '305', '279', '393', '363', '2', '1', '1', '0', '3', '0', '7', '58', '8', '67', '6', '15', '4', '12', '2', '3', '1', '1', '28', '30', '31', '30']
['17', '12', '22', '62', '1', '18', '71', '0', '25', '30', '230', '0', '1', '19', '29', '197', '0', '1', '5', '33', '2', '10', '197', '187', '259', '258', '1', '0', '0', '0', '1', '1', '4', '63', '7', '97', '6', '12', '2', '10', '0', '0', '0', '2', '32', '19', '27', '41']
['21', '18', '28', '90', '0', '31', '163', '3', '26', '40', '309', '2', '1', '13', '24', '121', '0', '1', '4', '30', '0', '0', '279', '121', '369', '284', '1', '1', '0', '0', '2', '1', '7', '74', '3', '39', '8', '17', '3', '9', '0', '1', '0', '0', '33', '29', '26', '31']
['19', '21', '30', '155', '1', '14', '39', '0', '20', '32', '314', '2', '0', '28', '49', '341', '2', '1', '0', '0', '5', '25', '314', '316', '469', '355', '1', '1', '2', '1', '1', '2', '12', '85', '6', '50', '6', '14', '8', '16', '0', '0', '1', '1', '32', '29', '27', '31']
['23', '19', '31', '86', '1', '18', '36', '0', '20', '32', '383', '3', '1', '32', '49', '362', '2', '1', '2', '11', '0', '0', '372', '362', '458', '398', '1', '1', '1', '0', '2', '1', '9', '67', '13', '116', '8', '15', '7', '16', '1', '2', '2', '3', '30', '08', '29', '52']
['20', '28', '23', '133', '2', '27', '88', '2', '18', '30', '260', '2', '2', '27', '44', '367', '2', '2', '3', '15', '3', '22', '245', '345', '378', '433', '1', '0', '0', '0', '2', '2', '11', '71', '6', '55', '4', '11', '4', '13', '1', '1', '1', '1', '25', '01', '34', '59']
['18', '19', '38', '123', '1', '16', '47', '0', '14', '28', '118', '1', '0', '35', '58', '283', '2', '3', '1', '10', '1', '7', '108', '276', '231', '323', '1', '1', '2', '1', '1', '4', '5', '21', '6', '53', '4', '14', '7', '17', '0', '0', '0', '0', '28', '11', '31', '49']
['14', '30', '20', '57', '0', '46', '186', '1', '17', '36', '261', '1', '1', '24', '39', '228', '1', '1', '0', '0', '1', '1', '261', '227', '318', '413', '2', '0', '2', '0', '1', '1', '10', '84', '6', '58', '1', '12', '8', '18', '0', '0', '0', '0', '23', '44', '36', '16']
['26', '23', '32', '158', '3', '21', '127', '4', '24', '36', '285', '2', '0', '22', '26', '232', '0', '1', '1', '5', '2', '12', '280', '220', '438', '347', '0', '0', '0', '0', '0', '1', '6', '70', '5', '31', '9', '14', '1', '6', '0', '0', '0', '1', '34', '13', '25', '47']
['27', '24', '24', '70', '2', '30', '119', '1', '31', '38', '310', '0', '1', '20', '31', '315', '2', '0', '1', '0', '1', '3', '310', '312', '380', '431', '1', '1', '0', '0', '2', '0', '8', '55', '10', '88', '7', '12', '5', '11', '1', '1', '1', '1', '32', '44', '27', '16']
['15', '35', '20', '57', '0', '32', '125', '4', '17', '33', '242', '2', '1', '33', '42', '358', '2', '0', '2', '6', '2', '12', '236', '346', '293', '471', '1', '0', '0', '0', '1', '0', '7', '114', '4', '30', '6', '12', '11', '14', '0', '1', '0', '0', '25', '20', '34', '40']
['10', '28', '29', '103', '1', '37', '139', '2', '9', '19', '67', '0', '4', '20', '32', '311', '2', '1', '2', '14', '1', '4', '53', '307', '156', '446', '1', '0', '2', '0', '4', '1', '6', '45', '4', '24', '4', '12', '6', '13', '0', '0', '1', '1', '23', '28', '36', '32']
['21', '21', '34', '151', '1', '20', '102', '0', '21', '29', '277', '3', '0', '26', '49', '297', '2', '3', '0', '0', '2', '8', '277', '289', '428', '391', '0', '0', '1', '0', '0', '3', '5', '40', '6', '36', '7', '13', '4', '13', '0', '0', '1', '4', '31', '53', '28', '07']
['7', '17', '27', '98', '0', '29', '159', '0', '9', '17', '63', '0', '0', '20', '30', '235', '1', '0', '2', '15', '4', '23', '48', '212', '146', '371', '0', '0', '0', '0', '0', '0', '6', '40', '5', '41', '3', '13', '5', '16', '0', '0', '2', '2', '27', '24', '32', '36']
['19', '22', '19', '41', '1', '19', '28', '1', '31', '42', '324', '2', '1', '31', '45', '282', '1', '2', '1', '11', '4', '20', '313', '262', '354', '290', '1', '1', '1', '1', '2', '3', '9', '94', '9', '75', '4', '12', '4', '12', '1', '1', '0', '1', '28', '52', '31', '08']
['23', '26', '18', '75', '3', '32', '123', '0', '24', '40', '290', '1', '1', '24', '35', '333', '5', '0', '7', '39', '1', '8', '251', '325', '326', '448', '2', '0', '0', '0', '1', '0', '7', '38', '12', '89', '2', '10', '4', '11', '2', '2', '0', '1', '26', '30', '33', '30']
['21', '17', '39', '191', '1', '33', '167', '1', '21', '34', '186', '1', '1', '19', '26', '124', '1', '0', '5', '21', '4', '28', '165', '96', '356', '263', '3', '1', '2', '0', '2', '0', '4', '30', '4', '20', '6', '17', '2', '13', '1', '4', '0', '2', '37', '43', '32', '09']
['23', '17', '43', '207', '2', '11', '59', '0', '16', '29', '218', '1', '1', '19', '44', '198', '2', '2', '0', '0', '3', '31', '218', '167', '425', '226', '0', '0', '1', '0', '1', '2', '14', '163', '9', '80', '6', '16', '0', '12', '0', '0', '0', '4', '37', '23', '22', '37']
['21', '22', '28', '142', '0', '24', '60', '0', '28', '50', '298', '1', '0', '30', '47', '282', '1', '0', '1', '9', '3', '16', '289', '266', '431', '326', '3', '0', '3', '2', '0', '2', '13', '92', '4', '45', '7', '18', '7', '15', '0', '0', '0', '0', '36', '10', '34', '14']
['16', '23', '22', '70', '0', '29', '98', '0', '20', '33', '196', '2', '1', '28', '43', '281', '2', '1', '2', '23', '3', '8', '173', '273', '243', '371', '1', '1', '3', '2', '2', '3', '5', '47', '7', '48', '6', '13', '10', '17', '0', '0', '1', '1', '26', '38', '33', '22']
['19', '14', '28', '92', '0', '24', '55', '0', '20', '35', '212', '3', '1', '28', '42', '274', '1', '1', '1', '1', '2', '16', '211', '258', '303', '313', '1', '0', '2', '1', '1', '2', '11', '85', '17', '135', '3', '15', '3', '16', '0', '0', '1', '3', '30', '33', '29', '27']
['24', '22', '17', '54', '1', '35', '135', '4', '29', '57', '382', '2', '1', '19', '27', '256', '1', '0', '1', '8', '2', '13', '374', '243', '428', '378', '3', '3', '0', '0', '4', '0', '5', '35', '10', '80', '7', '15', '9', '16', '0', '2', '1', '1', '24', '08', '35', '52']
['17', '25', '33', '133', '0', '30', '141', '1', '11', '22', '124', '2', '0', '26', '43', '287', '2', '4', '2', '13', '2', '17', '111', '270', '244', '411', '2', '1', '1', '1', '1', '5', '5', '45', '5', '48', '3', '11', '8', '16', '0', '0', '2', '2', '27', '50', '32', '10']
['24', '18', '23', '113', '0', '26', '124', '4', '31', '45', '386', '0', '0', '17', '24', '321', '1', '0', '5', '38', '0', '0', '348', '321', '461', '445', '1', '1', '1', '0', '1', '0', '7', '46', '11', '84', '7', '16', '6', '10', '0', '0', '0', '0', '36', '53', '23', '07']
['14', '25', '18', '87', '0', '32', '127', '1', '15', '28', '270', '3', '0', '31', '46', '290', '1', '0', '5', '37', '1', '0', '233', '290', '320', '417', '2', '2', '2', '1', '2', '1', '8', '72', '10', '110', '4', '12', '9', '17', '0', '1', '0', '0', '18', '52', '41', '08']
['20', '23', '21', '100', '0', '21', '91', '0', '32', '41', '356', '2', '0', '23', '38', '358', '3', '0', '4', '24', '2', '11', '332', '347', '432', '438', '1', '1', '0', '0', '1', '0', '12', '91', '6', '31', '4', '13', '3', '11', '0', '0', '0', '0', '34', '19', '25', '41']
['18', '8', '33', '162', '1', '19', '77', '0', '22', '32', '224', '1', '0', '13', '25', '160', '0', '1', '3', '24', '6', '41', '200', '119', '362', '196', '0', '0', '3', '0', '0', '1', '8', '65', '4', '30', '5', '15', '4', '13', '2', '2', '0', '1', '36', '34', '23', '26']
['19', '18', '21', '113', '1', '24', '144', '1', '27', '41', '269', '1', '0', '17', '27', '213', '1', '2', '7', '57', '2', '13', '212', '200', '325', '344', '3', '1', '0', '0', '1', '2', '9', '63', '8', '40', '6', '16', '2', '9', '2', '2', '1', '1', '33', '54', '26', '06']
['13', '26', '26', '164', '0', '21', '113', '0', '16', '24', '171', '3', '0', '29', '46', '352', '1', '1', '1', '7', '4', '18', '164', '334', '328', '447', '1', '0', '3', '2', '0', '3', '7', '66', '3', '20', '5', '13', '2', '11', '0', '0', '1', '2', '26', '47', '33', '13']
['21', '27', '28', '115', '1', '25', '103', '1', '16', '26', '246', '1', '0', '33', '41', '359', '2', '0', '3', '26', '3', '24', '220', '335', '335', '438', '0', '0', '0', '0', '0', '0', '6', '30', '8', '64', '3', '12', '6', '13', '1', '1', '1', '1', '29', '20', '30', '53']
['12', '18', '18', '53', '0', '31', '110', '0', '24', '35', '203', '0', '0', '20', '26', '287', '1', '0', '0', '0', '6', '52', '203', '235', '256', '345', '2', '1', '5', '3', '1', '3', '4', '37', '5', '30', '3', '13', '6', '13', '0', '0', '0', '0', '27', '56', '32', '04']
['22', '24', '30', '110', '1', '28', '82', '0', '18', '29', '213', '2', '0', '31', '41', '362', '2', '2', '0', '0', '1', '0', '213', '362', '323', '444', '0', '0', '0', '0', '0', '2', '7', '65', '13', '125', '3', '11', '8', '16', '1', '1', '1', '1', '27', '33', '32', '27']
['21', '20', '17', '55', '0', '40', '183', '2', '23', '33', '303', '4', '1', '13', '19', '209', '1', '0', '6', '33', '2', '23', '270', '186', '325', '369', '1', '1', '0', '0', '2', '0', '3', '12', '10', '72', '2', '8', '5', '11', '1', '1', '0', '0', '25', '19', '34', '41']
['25', '22', '25', '83', '1', '31', '181', '3', '36', '51', '457', '2', '0', '19', '35', '210', '1', '0', '4', '35', '1', '14', '422', '196', '505', '377', '0', '0', '0', '0', '0', '0', '9', '74', '12', '98', '12', '19', '5', '14', '0', '0', '0', '0', '39', '16', '29', '01']
['21', '16', '26', '87', '0', '25', '117', '0', '26', '45', '252', '2', '0', '16', '30', '181', '1', '0', '2', '11', '3', '11', '241', '170', '328', '287', '2', '1', '0', '0', '1', '0', '6', '49', '3', '49', '6', '14', '5', '14', '0', '1', '0', '0', '33', '37', '26', '23']
['17', '14', '36', '191', '0', '27', '86', '0', '12', '31', '161', '1', '4', '19', '30', '241', '2', '2', '3', '18', '2', '5', '143', '236', '334', '322', '1', '0', '1', '1', '4', '3', '8', '40', '7', '67', '5', '18', '4', '13', '1', '1', '0', '1', '33', '43', '26', '17']
['18', '29', '24', '51', '1', '32', '176', '1', '21', '32', '219', '1', '2', '24', '42', '254', '0', '2', '1', '0', '3', '12', '219', '242', '270', '418', '1', '0', '3', '1', '2', '3', '5', '51', '4', '62', '4', '12', '6', '15', '1', '1', '3', '3', '27', '49', '34', '56']
['13', '17', '28', '127', '1', '28', '97', '1', '11', '18', '113', '1', '0', '21', '32', '187', '0', '1', '4', '31', '2', '8', '82', '179', '209', '276', '2', '1', '0', '0', '1', '1', '7', '62', '9', '74', '4', '12', '5', '13', '0', '0', '0', '0', '24', '29', '35', '31']
['16', '27', '30', '200', '1', '31', '109', '1', '15', '23', '213', '1', '1', '30', '44', '331', '2', '1', '4', '16', '4', '21', '197', '310', '397', '419', '0', '0', '1', '1', '1', '2', '10', '112', '7', '50', '5', '13', '6', '15', '0', '0', '0', '0', '30', '35', '40', '49']
['19', '34', '21', '96', '0', '34', '186', '2', '26', '43', '335', '2', '1', '32', '45', '333', '2', '2', '5', '43', '0', '0', '292', '333', '388', '519', '3', '3', '0', '0', '4', '2', '7', '78', '4', '35', '8', '16', '4', '11', '1', '1', '0', '2', '25', '58', '34', '02']
['15', '29', '25', '187', '3', '18', '56', '0', '12', '18', '171', '3', '0', '41', '70', '379', '2', '4', '2', '13', '1', '0', '158', '379', '345', '435', '0', '0', '3', '2', '0', '6', '9', '70', '9', '85', '1', '8', '8', '17', '0', '0', '0', '1', '23', '28', '36', '32']
['15', '20', '18', '43', '0', '25', '65', '0', '22', '35', '266', '0', '2', '26', '39', '249', '1', '1', '2', '12', '4', '26', '254', '223', '297', '288', '0', '0', '3', '2', '2', '3', '6', '103', '6', '41', '2', '13', '7', '16', '0', '0', '1', '2', '25', '51', '34', '09']
['20', '18', '23', '109', '1', '24', '102', '0', '20', '27', '275', '2', '0', '26', '39', '187', '0', '1', '5', '28', '3', '24', '247', '163', '356', '265', '1', '0', '1', '1', '0', '2', '9', '65', '7', '50', '3', '10', '4', '14', '0', '1', '1', '2', '26', '48', '33', '12']
['22', '30', '27', '124', '1', '21', '84', '0', '23', '35', '262', '2', '0', '41', '54', '441', '3', '1', '2', '6', '0', '0', '256', '441', '380', '525', '3', '0', '0', '0', '0', '1', '4', '28', '6', '65', '8', '14', '9', '14', '0', '0', '0', '0', '28', '02', '31', '58']
['14', '24', '27', '155', '1', '19', '52', '0', '13', '26', '203', '1', '1', '35', '48', '365', '2', '1', '3', '9', '2', '11', '194', '354', '349', '406', '0', '0', '1', '1', '1', '2', '8', '86', '7', '54', '5', '14', '4', '14', '0', '0', '0', '0', '26', '17', '33', '43']
